"GEOCODIGO_MUNICIPIO","NOME_MUNICIPIO","long_neg","lat_neg","Municipio_Codigo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","long","lat"
"3552502","SUZANO","-46.30781","-23.536828","3552502 SUZANO","1","1","1","1","1","1","1","1","2","7","8","1","46.30781","23.536828"
"3552551","SUZANÁPOLIS","-51.028223","-20.503344","3552551 SUZANÁPOLIS","1","1","1","1","1","1","2","1","4","1","1","1","51.028223","20.503344"
"3552601","TABAPUÃ","-49.032621","-20.957601","3552601 TABAPUÃ","1","1","1","1","1","1","1","1","1","4","1","1","49.032621","20.957601"
"3552700","TABATINGA","-48.686788","-21.732515","3552700 TABATINGA","1","2","1","1","4","7","8","9","5","11","8","1","48.686788","21.732515"
"3552809","TABOÃO DA SERRA","-46.78578","-23.623329","3552809 TABOÃO DA SERRA","1","1","1","1","2","1","1","1","1","1","1","1","46.78578","23.623329"
"3552908","TACIBA","-51.284773","-22.388266","3552908 TACIBA","1","1","3","3","5","12","23","18","33","35","10","2","51.284773","22.388266"
"3553005","TAGUAÍ","-49.405771","-23.449814","3553005 TAGUAÍ","1","1","1","1","1","1","1","1","1","3","1","1","49.405771","23.449814"
"3553104","TAIAÇU","-48.511955","-21.146736","3553104 TAIAÇU","1","1","1","1","1","1","1","1","1","1","2","1","48.511955","21.146736"
"3553203","TAIÚVA","-48.453935","-21.129556","3553203 TAIÚVA","1","1","1","1","1","3","1","2","1","1","1","1","48.453935","21.129556"
"3553302","TAMBAÚ","-47.271616","-21.703033","3553302 TAMBAÚ","1","1","1","1","1","1","1","1","9","9","4","1","47.271616","21.703033"
"3553401","TANABI","-49.64882","-20.625112","3553401 TANABI","1","1","1","1","1","1","1","3","2","1","1","1","49.64882","20.625112"
"3553500","TAPIRAÍ","-47.505288","-23.973148","3553500 TAPIRAÍ","1","1","4","37","112","239","243","255","314","239","154","118","47.505288","23.973148"
"3553609","TAPIRATIBA","-46.745515","-21.471885","3553609 TAPIRATIBA","1","1","1","1","1","1","1","1","1","1","1","1","46.745515","21.471885"
"3553658","TAQUARAL","-48.408655","-21.072609","3553658 TAQUARAL","1","1","1","1","1","1","1","1","1","1","1","1","48.408655","21.072609"
"3553708","TAQUARITINGA","-48.506742","-21.410008","3553708 TAQUARITINGA","1","1","1","1","1","1","1","1","1","1","2","1","48.506742","21.410008"
"3553807","TAQUARITUBA","-49.244089","-23.532061","3553807 TAQUARITUBA","1","1","1","1","4","13","20","6","11","5","6","2","49.244089","23.532061"
"3553856","TAQUARIVAÍ","-48.697329","-23.919257","3553856 TAQUARIVAÍ","1","1","1","1","1","1","1","2","1","1","1","1","48.697329","23.919257"
"3553906","TARABAI","-51.559573","-22.301668","3553906 TARABAI","1","1","1","1","1","1","1","2","10","11","5","2","51.559573","22.301668"
"3553955","TARUMÃ","-50.576565","-22.744771","3553955 TARUMÃ","1","1","1","1","1","1","1","9","13","7","5","1","50.576565","22.744771"
"3554003","TATUÍ","-47.849464","-23.348577","3554003 TATUÍ","1","1","1","6","1","1","2","9","10","5","2","1","47.849464","23.348577"
"3554102","TAUBATÉ","-45.556609","-23.026556","3554102 TAUBATÉ","1","1","1","1","1","1","1","1","4","3","1","1","45.556609","23.026556"
"3554201","TEJUPÁ","-49.377442","-23.340592","3554201 TEJUPÁ","1","1","1","1","1","1","2","27","26","21","5","5","49.377442","23.340592"
"3554300","TEODORO SAMPAIO","-52.171195","-22.531007","3554300 TEODORO SAMPAIO","1","1","1","1","1","1","1","26","40","1","1","1","52.171195","22.531007"
"3554409","TERRA ROXA","-48.341536","-20.787842","3554409 TERRA ROXA","1","1","1","1","1","1","5","30","41","32","19","1","48.341536","20.787842"
"3554508","TIETÊ","-47.711473","-23.097889","3554508 TIETÊ","1","1","1","1","1","1","1","1","2","1","1","1","47.711473","23.097889"
"3554607","TIMBURI","-49.603543","-23.202363","3554607 TIMBURI","1","1","1","1","1","3","2","10","9","10","4","5","49.603543","23.202363"
"3554656","TORRE DE PEDRA","-48.198239","-23.24377","3554656 TORRE DE PEDRA","1","1","1","1","1","1","1","1","1","3","1","1","48.198239","23.24377"
"3554706","TORRINHA","-48.172158","-22.427494","3554706 TORRINHA","1","1","3","2","1","7","7","3","1","1","1","1","48.172158","22.427494"
"3554755","TRABIJU","-48.340183","-22.038074","3554755 TRABIJU","1","1","1","1","1","1","1","1","1","1","1","1","48.340183","22.038074"
"3554805","TREMEMBÉ","-45.550747","-22.960415","3554805 TREMEMBÉ","1","1","1","2","3","7","2","96","305","347","366","180","45.550747","22.960415"
"3554904","TRÊS FRONTEIRAS","-50.884883","-20.228013","3554904 TRÊS FRONTEIRAS","1","1","1","1","1","1","6","5","9","17","1","4","50.884883","20.228013"
"3554953","TUIUTI","-46.697024","-22.814756","3554953 TUIUTI","1","1","1","1","1","1","1","1","3","2","3","1","46.697024","22.814756"
"3555000","TUPÃ","-50.514006","-21.934822","3555000 TUPÃ","1","1","4","1","2","7","8","8","20","7","11","9","50.514006","21.934822"
"3555109","TUPI PAULISTA","-51.576721","-21.386395","3555109 TUPI PAULISTA","1","1","1","1","1","1","1","1","1","1","1","1","51.576721","21.386395"
"3555208","TURIÚBA","-50.109442","-20.950235","3555208 TURIÚBA","1","1","1","1","1","2","1","2","1","1","1","1","50.109442","20.950235"
"3555307","TURMALINA","-50.477729","-20.051269","3555307 TURMALINA","1","1","4","5","8","24","19","32","25","30","26","16","50.477729","20.051269"
"3555356","UBARANA","-49.719672","-21.162471","3555356 UBARANA","1","3","4","1","12","5","10","7","3","18","9","8","49.719672","21.162471"
"3555406","UBATUBA","-45.072091","-23.435965","3555406 UBATUBA","1","1","1","1","1","1","1","1","2","1","1","1","45.072091","23.435965"
"3555505","UBIRAJARA","-49.663272","-22.523835","3555505 UBIRAJARA","1","1","1","1","1","1","1","1","1","1","1","1","49.663272","22.523835"
"3555604","UCHOA","-49.17767","-20.953346","3555604 UCHOA","1","2","5","1","4","4","7","30","53","54","19","5","49.17767","20.953346"
"3555703","UNIÃO PAULISTA","-49.897394","-20.887769","3555703 UNIÃO PAULISTA","1","1","1","1","1","1","2","1","5","4","1","5","49.897394","20.887769"
"3555802","URÂNIA","-50.6418","-20.246264","3555802 URÂNIA","1","1","1","1","1","1","1","1","1","1","1","1","50.6418","20.246264"
"3555901","URU","-49.283202","-21.786314","3555901 URU","1","1","1","1","1","1","1","1","1","1","1","1","49.283202","21.786314"
"3556008","URUPÊS","-49.29073","-21.200419","3556008 URUPÊS","1","1","2","4","4","3","1","3","12","17","6","4","49.29073","21.200419"
"3556107","VALENTIM GENTIL","-50.085868","-20.42337","3556107 VALENTIM GENTIL","1","1","1","1","1","1","4","10","4","9","5","5","50.085868","20.42337"
"3556206","VALINHOS","-46.99663","-22.971244","3556206 VALINHOS","1","1","3","3","4","1","2","1","7","3","1","1","46.99663","22.971244"
"3556305","VALPARAÍSO","-50.869308","-21.225575","3556305 VALPARAÍSO","1","1","1","1","1","1","1","1","1","1","1","1","50.869308","21.225575"
"3556354","VARGEM","-46.4116","-22.88488","3556354 VARGEM","1","1","1","1","1","1","1","1","1","1","2","1","46.4116","22.88488"
"3556404","VARGEM GRANDE DO SUL","-46.895609","-21.835866","3556404 VARGEM GRANDE DO SUL","1","1","1","1","1","1","1","1","1","1","1","1","46.895609","21.835866"
"3556453","VARGEM GRANDE PAULISTA","-47.019648","-23.615303","3556453 VARGEM GRANDE PAULISTA","1","1","1","1","1","1","1","1","1","1","1","1","47.019648","23.615303"
"3556503","VÁRZEA PAULISTA","-46.82989","-23.214467","3556503 VÁRZEA PAULISTA","1","1","1","1","1","1","11","26","13","31","4","2","46.82989","23.214467"
"3556602","VERA CRUZ","-49.821782","-22.224748","3556602 VERA CRUZ","1","1","1","1","1","1","1","1","1","1","7","1","49.821782","22.224748"
"3556701","VINHEDO","-46.976476","-23.030538","3556701 VINHEDO","1","1","1","1","1","2","1","3","10","2","1","1","46.976476","23.030538"
"3556800","VIRADOURO","-48.296663","-20.872314","3556800 VIRADOURO","1","1","1","1","1","2","1","3","1","1","1","1","48.296663","20.872314"
"3556909","VISTA ALEGRE DO ALTO","-48.630171","-21.167154","3556909 VISTA ALEGRE DO ALTO","1","1","1","1","4","9","2","4","2","1","3","1","48.630171","21.167154"
"3556958","VITÓRIA BRASIL","-50.480807","-20.198739","3556958 VITÓRIA BRASIL","1","1","1","1","1","1","1","2","1","2","1","1","50.480807","20.198739"
"3557006","VOTORANTIM","-47.449738","-23.541871","3557006 VOTORANTIM","1","1","1","1","1","2","1","6","4","7","1","1","47.449738","23.541871"
"3557105","VOTUPORANGA","-49.974672","-20.41947","3557105 VOTUPORANGA","1","1","1","1","1","1","1","1","8","1","1","1","49.974672","20.41947"
"3557154","ZACARIAS","-50.05574","-21.05011","3557154 ZACARIAS","1","1","1","1","1","9","3","2","1","1","1","1","50.05574","21.05011"
"3557204","CHAVANTES","-49.713936","-23.032006","3557204 CHAVANTES","1","1","1","1","1","1","1","4","11","2","6","3","49.713936","23.032006"
"3557303","ESTIVA GERBI","-46.953603","-22.274589","3557303 ESTIVA GERBI","1","1","1","1","1","1","1","1","4","2","3","1","46.953603","22.274589"
"4100103","ABATIÁ","-50.312527","-23.300494","4100103 ABATIÁ","1","1","1","1","1","1","1","2","1","1","1","1","50.312527","23.300494"
"4100202","ADRIANÓPOLIS","-48.991755","-24.66169","4100202 ADRIANÓPOLIS","1","1","1","1","1","1","1","1","1","3","1","1","48.991755","24.66169"
"4100301","AGUDOS DO SUL","-49.338702","-25.990618","4100301 AGUDOS DO SUL","1","1","1","1","1","4","9","11","4","11","1","2","49.338702","25.990618"
"4100400","ALMIRANTE TAMANDARÉ","-49.30032","-25.313378","4100400 ALMIRANTE TAMANDARÉ","1","1","1","1","1","1","1","1","1","2","1","1","49.30032","25.313378"
"4100459","ALTAMIRA DO PARANÁ","-52.709807","-24.801","4100459 ALTAMIRA DO PARANÁ","1","1","1","1","1","3","5","5","9","6","11","2","52.709807","24.801"
"4100509","ALTÔNIA","-53.891974","-23.870881","4100509 ALTÔNIA","1","1","1","1","1","1","1","3","7","8","9","6","53.891974","23.870881"
"4100608","ALTO PARANÁ","-52.321682","-23.127121","4100608 ALTO PARANÁ","1","1","1","1","1","47","28","86","85","123","65","13","52.321682","23.127121"
"4100707","ALTO PIQUIRI","-53.441249","-24.019013","4100707 ALTO PIQUIRI","1","1","1","1","8","6","12","26","11","8","7","4","53.441249","24.019013"
"4100806","ALVORADA DO SUL","-51.229216","-22.780379","4100806 ALVORADA DO SUL","1","1","1","1","1","1","1","5","11","7","1","1","51.229216","22.780379"
"4100905","AMAPORÃ","-52.786787","-23.09737","4100905 AMAPORÃ","1","1","1","5","12","13","13","19","40","32","21","11","52.786787","23.09737"
"4101002","AMPÉRE","-53.473257","-25.917068","4101002 AMPÉRE","1","1","1","1","2","3","6","8","18","6","4","1","53.473257","25.917068"
"4101051","ANAHY","-53.13332","-24.647582","4101051 ANAHY","1","1","1","1","1","1","2","1","1","1","1","1","53.13332","24.647582"
"4101101","ANDIRÁ","-50.226408","-23.051752","4101101 ANDIRÁ","2","24","150","217","136","74","45","90","43","56","70","18","50.226408","23.051752"
"4101150","ÂNGULO","-51.917365","-23.192904","4101150 ÂNGULO","1","1","1","1","1","1","1","1","1","1","1","1","51.917365","23.192904"
"4101200","ANTONINA","-48.7129","-25.430166","4101200 ANTONINA","1","1","5","18","37","42","53","43","59","49","37","6","48.7129","25.430166"
"4101309","ANTÔNIO OLINTO","-50.197947","-25.986706","4101309 ANTÔNIO OLINTO","1","1","1","1","3","1","1","1","1","1","1","1","50.197947","25.986706"
"4101408","APUCARANA","-51.459985","-23.551593","4101408 APUCARANA","1","1","1","1","13","38","35","134","210","136","99","56","51.459985","23.551593"
"4101507","ARAPONGAS","-51.43828","-23.413517","4101507 ARAPONGAS","1","1","1","1","1","4","8","2","4","5","3","1","51.43828","23.413517"
"4101606","ARAPOTI","-49.824829","-24.146569","4101606 ARAPOTI","1","1","1","1","1","1","2","3","1","1","1","1","49.824829","24.146569"
"4101655","ARAPUÃ","-51.791318","-24.308702","4101655 ARAPUÃ","1","1","1","1","1","4","15","20","19","16","8","5","51.791318","24.308702"
"4101705","ARARUNA","-52.499618","-23.928201","4101705 ARARUNA","1","1","1","1","1","1","1","3","2","4","1","2","52.499618","23.928201"
"4101804","ARAUCÁRIA","-49.40194","-25.591645","4101804 ARAUCÁRIA","1","1","1","1","1","1","1","1","3","1","3","1","49.40194","25.591645"
"4101853","ARIRANHA DO IVAÍ","-51.587918","-24.383289","4101853 ARIRANHA DO IVAÍ","1","1","1","1","1","1","1","1","4","1","2","1","51.587918","24.383289"
"4101903","ASSAÍ","-50.841623","-23.372718","4101903 ASSAÍ","1","1","1","1","1","3","3","14","9","6","4","1","50.841623","23.372718"
"4102000","ASSIS CHATEAUBRIAND","-53.521237","-24.40853","4102000 ASSIS CHATEAUBRIAND","1","2","1","9","14","83","75","95","191","111","79","31","53.521237","24.40853"
"4102109","ASTORGA","-51.669679","-23.236712","4102109 ASTORGA","1","1","1","1","2","1","1","1","2","1","1","1","51.669679","23.236712"
"4102208","ATALAIA","-52.055701","-23.151587","4102208 ATALAIA","1","1","1","1","1","1","2","3","2","3","1","1","52.055701","23.151587"
"4102307","BALSA NOVA","-49.631756","-25.578498","4102307 BALSA NOVA","1","1","1","4","6","9","6","14","26","25","20","17","49.631756","25.578498"
"4102406","BANDEIRANTES","-50.371873","-23.092481","4102406 BANDEIRANTES","1","1","1","1","1","4","2","8","8","7","7","3","50.371873","23.092481"
"4102505","BARBOSA FERRAZ","-52.007117","-24.027715","4102505 BARBOSA FERRAZ","1","2","5","7","5","14","68","46","55","98","58","21","52.007117","24.027715"
"4102604","BARRACÃO","-53.635","-26.252603","4102604 BARRACÃO","1","1","1","3","1","10","19","38","26","35","8","3","53.635","26.252603"
"4102703","BARRA DO JACARÉ","-50.187737","-23.120593","4102703 BARRA DO JACARÉ","1","1","1","1","1","1","1","1","1","1","1","1","50.187737","23.120593"
"4102752","BELA VISTA DA CAROBA","-53.666043","-25.879493","4102752 BELA VISTA DA CAROBA","1","1","1","1","1","1","1","1","1","3","1","1","53.666043","25.879493"
"4102802","BELA VISTA DO PARAÍSO","-51.194145","-22.992088","4102802 BELA VISTA DO PARAÍSO","1","1","1","1","1","1","1","1","1","1","1","1","51.194145","22.992088"
"4102901","BITURUNA","-51.556525","-26.160794","4102901 BITURUNA","11","24","26","106","97","156","265","330","232","238","291","253","51.556525","26.160794"
"4103008","BOA ESPERANÇA","-52.792777","-24.239493","4103008 BOA ESPERANÇA","1","1","6","7","23","24","19","37","38","18","15","4","52.792777","24.239493"
"4103024","BOA ESPERANÇA DO IGUAÇU","-53.21716","-25.635873","4103024 BOA ESPERANÇA DO IGUAÇU","1","1","1","2","1","1","1","1","7","2","4","2","53.21716","25.635873"
"4103040","BOA VENTURA DE SÃO ROQUE","-51.539374","-24.878518","4103040 BOA VENTURA DE SÃO ROQUE","1","1","1","1","1","1","1","1","1","1","1","1","51.539374","24.878518"
"4103057","BOA VISTA DA APARECIDA","-53.411736","-25.430405","4103057 BOA VISTA DA APARECIDA","1","1","1","1","1","2","1","2","2","3","1","1","53.411736","25.430405"
"4103107","BOCAIÚVA DO SUL","-49.105787","-25.214902","4103107 BOCAIÚVA DO SUL","1","1","1","1","1","1","1","1","1","1","1","1","49.105787","25.214902"
"4103156","BOM JESUS DO SUL","-53.5996","-26.192875","4103156 BOM JESUS DO SUL","1","1","1","1","1","1","1","1","1","1","1","1","53.5996","26.192875"
"4103206","BOM SUCESSO","-51.764465","-23.707437","4103206 BOM SUCESSO","1","1","1","1","1","1","1","1","3","1","1","3","51.764465","23.707437"
"4103222","BOM SUCESSO DO SUL","-52.831976","-26.074537","4103222 BOM SUCESSO DO SUL","1","1","1","1","1","1","1","2","1","6","7","1","52.831976","26.074537"
"4103305","BORRAZÓPOLIS","-51.584409","-23.937854","4103305 BORRAZÓPOLIS","1","1","1","1","1","2","1","1","1","1","1","1","51.584409","23.937854"
"4103354","BRAGANEY","-53.121074","-24.814895","4103354 BRAGANEY","1","1","1","1","1","1","1","22","25","14","9","1","53.121074","24.814895"
"4103370","BRASILÂNDIA DO SUL","-53.524042","-24.193846","4103370 BRASILÂNDIA DO SUL","1","1","1","1","1","1","1","1","2","4","1","1","53.524042","24.193846"
"4103404","CAFEARA","-51.715006","-22.788235","4103404 CAFEARA","1","1","1","1","1","1","1","1","1","4","1","1","51.715006","22.788235"
"4103453","CAFELÂNDIA","-53.324916","-24.615667","4103453 CAFELÂNDIA","1","1","1","1","3","2","4","1","12","2","6","2","53.324916","24.615667"
"4103479","CAFEZAL DO SUL","-53.511065","-23.904704","4103479 CAFEZAL DO SUL","1","1","1","1","2","1","1","1","2","3","1","1","53.511065","23.904704"
"4103503","CALIFÓRNIA","-51.358086","-23.666144","4103503 CALIFÓRNIA","1","1","1","5","2","8","5","22","30","54","31","15","51.358086","23.666144"
"4103602","CAMBARÁ","-50.077571","-23.041266","4103602 CAMBARÁ","1","1","1","1","1","1","2","5","3","5","5","2","50.077571","23.041266"
"4103701","CAMBÉ","-51.277728","-23.281632","4103701 CAMBÉ","1","1","1","1","1","1","1","1","1","5","1","1","51.277728","23.281632"
"4103800","CAMBIRA","-51.581631","-23.600612","4103800 CAMBIRA","1","1","1","1","1","1","1","1","1","3","4","1","51.581631","23.600612"
"4103909","CAMPINA DA LAGOA","-52.813564","-24.594957","4103909 CAMPINA DA LAGOA","1","1","1","1","1","1","1","1","2","7","2","1","52.813564","24.594957"
"4103958","CAMPINA DO SIMÃO","-51.814787","-25.102578","4103958 CAMPINA DO SIMÃO","1","1","1","1","1","1","1","2","1","1","1","1","51.814787","25.102578"
"4104006","CAMPINA GRANDE DO SUL","-49.053466","-25.303248","4104006 CAMPINA GRANDE DO SUL","1","1","1","1","1","1","1","8","24","37","20","9","49.053466","25.303248"
"4104055","CAMPO BONITO","-52.99687","-25.039634","4104055 CAMPO BONITO","1","1","1","1","1","1","4","11","11","4","6","6","52.99687","25.039634"
"4104105","CAMPO DO TENENTE","-49.690377","-25.981006","4104105 CAMPO DO TENENTE","1","1","3","1","1","2","1","6","3","9","1","1","49.690377","25.981006"
"4104204","CAMPO LARGO","-49.528841","-25.459491","4104204 CAMPO LARGO","1","1","1","1","1","1","1","17","14","8","1","1","49.528841","25.459491"
"4104253","CAMPO MAGRO","-49.427665","-25.367957","4104253 CAMPO MAGRO","1","1","1","1","1","1","1","2","1","6","1","1","49.427665","25.367957"
"4104303","CAMPO MOURÃO","-52.381115","-24.041223","4104303 CAMPO MOURÃO","1","1","1","1","1","1","4","1","6","8","2","1","52.381115","24.041223"
"4104402","CÂNDIDO DE ABREU","-51.332581","-24.564669","4104402 CÂNDIDO DE ABREU","1","1","1","1","1","3","4","7","4","4","1","1","51.332581","24.564669"
"4104428","CANDÓI","-52.055446","-25.567932","4104428 CANDÓI","1","1","2","1","1","2","3","11","6","10","4","6","52.055446","25.567932"
"4104451","CANTAGALO","-52.126688","-25.374317","4104451 CANTAGALO","1","1","1","1","4","1","1","1","1","1","1","1","52.126688","25.374317"
"4104501","CAPANEMA","-53.800179","-25.682977","4104501 CAPANEMA","1","1","1","1","1","1","1","1","5","3","1","3","53.800179","25.682977"
"4104600","CAPITÃO LEÔNIDAS MARQUES","-53.617211","-25.479468","4104600 CAPITÃO LEÔNIDAS MARQUES","1","1","1","1","1","1","1","1","1","2","1","1","53.617211","25.479468"
"4104659","CARAMBEÍ","-50.113092","-24.950873","4104659 CARAMBEÍ","1","1","1","1","1","1","3","4","16","12","9","4","50.113092","24.950873"
"4104709","CARLÓPOLIS","-49.718724","-23.427724","4104709 CARLÓPOLIS","1","1","1","1","4","3","11","15","15","10","10","8","49.718724","23.427724"
"4104808","CASCAVEL","-53.459722","-24.953798","4104808 CASCAVEL","1","1","2","6","20","26","39","63","86","46","28","12","53.459722","24.953798"
"4104907","CASTRO","-50.002811","-24.795418","4104907 CASTRO","1","1","1","1","2","1","3","2","2","1","1","1","50.002811","24.795418"
"4105003","CATANDUVAS","-53.153706","-25.196493","4105003 CATANDUVAS","1","1","1","1","1","1","2","5","2","1","1","1","53.153706","25.196493"
"4105102","CENTENÁRIO DO SUL","-51.59353","-22.814982","4105102 CENTENÁRIO DO SUL","1","1","1","1","1","1","1","1","2","4","1","1","51.59353","22.814982"
"4105201","CERRO AZUL","-49.260317","-24.818947","4105201 CERRO AZUL","1","1","1","1","4","6","2","1","3","1","1","1","49.260317","24.818947"
"4105300","CÉU AZUL","-53.857269","-25.149761","4105300 CÉU AZUL","1","1","1","1","1","1","1","3","2","9","5","1","53.857269","25.149761"
"4105409","CHOPINZINHO","-52.53396","-25.854684","4105409 CHOPINZINHO","1","1","1","1","1","1","1","1","1","2","1","1","52.53396","25.854684"
"4105508","CIANORTE","-52.609151","-23.653813","4105508 CIANORTE","1","1","1","1","1","1","1","8","15","11","5","5","52.609151","23.653813"
"4105607","CIDADE GAÚCHA","-52.940525","-23.374197","4105607 CIDADE GAÚCHA","1","1","1","1","1","2","2","1","1","1","1","1","52.940525","23.374197"
"4105706","CLEVELÂNDIA","-52.352986","-26.405205","4105706 CLEVELÂNDIA","1","1","1","1","1","1","1","4","10","6","2","1","52.352986","26.405205"
"4105805","COLOMBO","-49.227438","-25.29434","4105805 COLOMBO","1","1","1","1","1","1","1","1","3","1","1","1","49.227438","25.29434"
"4105904","COLORADO","-51.974416","-22.837898","4105904 COLORADO","1","1","1","1","1","1","2","5","3","3","1","3","51.974416","22.837898"
"4106001","CONGONHINHAS","-50.554428","-23.546902","4106001 CONGONHINHAS","1","1","1","9","11","8","10","22","31","26","26","4","50.554428","23.546902"
"4106100","CONSELHEIRO MAIRINCK","-50.171773","-23.621562","4106100 CONSELHEIRO MAIRINCK","1","1","2","1","1","1","2","2","5","8","1","1","50.171773","23.621562"
"4106209","CONTENDA","-49.531612","-25.680766","4106209 CONTENDA","1","1","1","1","8","11","22","25","35","43","13","2","49.531612","25.680766"
"4106308","CORBÉLIA","-53.296528","-24.79965","4106308 CORBÉLIA","1","1","3","1","1","1","1","4","3","3","1","1","53.296528","24.79965"
"4106407","CORNÉLIO PROCÓPIO","-50.651484","-23.183258","4106407 CORNÉLIO PROCÓPIO","1","1","1","1","1","1","1","1","1","3","1","1","50.651484","23.183258"
"4106456","CORONEL DOMINGOS SOARES","-52.034539","-26.226548","4106456 CORONEL DOMINGOS SOARES","1","1","1","1","1","2","3","7","2","1","1","1","52.034539","26.226548"
"4106506","CORONEL VIVIDA","-52.567087","-25.978153","4106506 CORONEL VIVIDA","1","1","1","1","1","1","1","1","1","1","1","1","52.567087","25.978153"
"4106555","CORUMBATAÍ DO SUL","-52.124185","-24.097412","4106555 CORUMBATAÍ DO SUL","1","1","1","1","1","1","3","2","4","1","1","1","52.124185","24.097412"
"4106571","CRUZEIRO DO IGUAÇU","-53.126823","-25.616569","4106571 CRUZEIRO DO IGUAÇU","1","1","1","3","1","9","9","1","13","13","7","7","53.126823","25.616569"
"4106605","CRUZEIRO DO OESTE","-53.081822","-23.776905","4106605 CRUZEIRO DO OESTE","1","1","3","8","4","7","15","17","15","9","13","28","53.081822","23.776905"
"4106704","CRUZEIRO DO SUL","-52.163978","-22.965175","4106704 CRUZEIRO DO SUL","1","1","1","31","19","22","10","25","13","12","1","1","52.163978","22.965175"
"4106803","CRUZ MACHADO","-51.34771","-26.017269","4106803 CRUZ MACHADO","1","1","1","6","5","1","1","1","1","1","1","1","51.34771","26.017269"
"4106852","CRUZMALTINA","-51.444247","-23.993328","4106852 CRUZMALTINA","1","1","1","1","1","1","2","1","1","1","1","1","51.444247","23.993328"
"4106902","CURITIBA","-49.271848","-25.432956","4106902 CURITIBA","1","1","1","1","1","3","1","7","10","5","9","2","49.271848","25.432956"
"4107009","CURIÚVA","-50.459406","-24.035826","4107009 CURIÚVA","1","1","1","1","1","1","1","1","2","1","9","4","50.459406","24.035826"
"4107108","DIAMANTE DO NORTE","-52.864111","-22.657206","4107108 DIAMANTE DO NORTE","1","1","1","1","4","6","1","2","4","1","4","2","52.864111","22.657206"
"4107124","DIAMANTE DO SUL","-52.688191","-25.035192","4107124 DIAMANTE DO SUL","1","1","1","1","1","1","1","1","1","1","1","1","52.688191","25.035192"
"4107157","DIAMANTE D'OESTE","-54.103626","-24.942162","4107157 DIAMANTE D'OESTE","1","1","1","1","2","9","14","12","16","17","9","4","54.103626","24.942162"
"4107207","DOIS VIZINHOS","-53.054836","-25.74601","4107207 DOIS VIZINHOS","1","1","1","1","1","6","1","1","1","4","2","1","53.054836","25.74601"
"4107256","DOURADINA","-53.296449","-23.381907","4107256 DOURADINA","1","1","1","1","1","1","6","2","10","9","2","1","53.296449","23.381907"
"4107306","DOUTOR CAMARGO","-52.222721","-23.555901","4107306 DOUTOR CAMARGO","1","1","1","1","1","1","1","1","2","3","2","1","52.222721","23.555901"
"4107405","ENÉAS MARQUES","-53.166185","-25.940756","4107405 ENÉAS MARQUES","1","1","1","1","1","3","5","7","13","8","6","1","53.166185","25.940756"
"4107504","ENGENHEIRO BELTRÃO","-52.260035","-23.801144","4107504 ENGENHEIRO BELTRÃO","1","1","1","1","1","1","1","1","1","1","1","1","52.260035","23.801144"
"4107520","ESPERANÇA NOVA","-53.810495","-23.724655","4107520 ESPERANÇA NOVA","1","1","1","1","1","1","1","1","1","1","1","1","53.810495","23.724655"
"4107538","ENTRE RIOS DO OESTE","-54.244894","-24.708142","4107538 ENTRE RIOS DO OESTE","1","1","1","1","1","1","1","1","1","2","1","1","54.244894","24.708142"
"4107546","ESPIGÃO ALTO DO IGUAÇU","-52.838213","-25.42667","4107546 ESPIGÃO ALTO DO IGUAÇU","1","1","1","1","1","2","1","3","3","3","1","1","52.838213","25.42667"
"4107553","FAROL","-52.626215","-24.099095","4107553 FAROL","1","3","1","15","69","153","149","114","118","192","212","114","52.626215","24.099095"
"4107603","FAXINAL","-51.320106","-24.003927","4107603 FAXINAL","1","1","1","1","4","13","10","49","22","14","4","1","51.320106","24.003927"
"4107652","FAZENDA RIO GRANDE","-49.323293","-25.6414","4107652 FAZENDA RIO GRANDE","1","1","3","4","4","6","39","15","30","15","10","7","49.323293","25.6414"
"4107702","FÊNIX","-51.984464","-23.920695","4107702 FÊNIX","1","1","1","13","4","9","10","1","6","8","4","1","51.984464","23.920695"
"4107736","FERNANDES PINHEIRO","-50.547414","-25.412242","4107736 FERNANDES PINHEIRO","1","1","1","1","1","1","2","9","1","3","3","3","50.547414","25.412242"
"4107751","FIGUEIRA","-50.409201","-23.843411","4107751 FIGUEIRA","1","1","1","1","1","1","1","2","1","1","1","1","50.409201","23.843411"
"4107801","FLORAÍ","-52.302984","-23.319846","4107801 FLORAÍ","1","1","1","1","1","1","1","3","1","1","1","1","52.302984","23.319846"
"4107850","FLOR DA SERRA DO SUL","-53.308598","-26.255299","4107850 FLOR DA SERRA DO SUL","1","1","1","1","4","3","2","2","4","2","1","2","53.308598","26.255299"
"4107900","FLORESTA","-52.083085","-23.610267","4107900 FLORESTA","1","1","1","1","1","1","1","15","7","2","1","1","52.083085","23.610267"
"4108007","FLORESTÓPOLIS","-51.383823","-22.859104","4108007 FLORESTÓPOLIS","1","1","1","1","19","28","25","40","69","77","35","17","51.383823","22.859104"
"4108106","FLÓRIDA","-51.955828","-23.087802","4108106 FLÓRIDA","1","1","1","1","1","2","3","2","8","2","2","1","51.955828","23.087802"
"4108205","FORMOSA DO OESTE","-53.316161","-24.294197","4108205 FORMOSA DO OESTE","1","1","1","1","1","1","1","8","10","6","2","1","53.316161","24.294197"
